full_jaspar_motif,jaspar_motif,lowest_level_family,gene
MA0872.1_TFAP2A(var.3),TFAP2A(var.3),AP2,TFAP2E
MA0872.1_TFAP2A(var.3),TFAP2A(var.3),AP2,TFAP2D
MA0028.2_ELK1,ELK1,ELK-like,ELK4
MA0028.2_ELK1,ELK1,ELK-like,ELK3
MA0028.2_ELK1,ELK1,ELK-like,ELK1
MA0028.2_ELK1,ELK1,ELK-like,ETV1
MA0028.2_ELK1,ELK1,ELK-like,ETV4
MA0028.2_ELK1,ELK1,ELK-like,ETV5
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXC11
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXD12
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXA10
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXC10
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXC12
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXC13
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXD11
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXB9
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXD10
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXA13
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXA9
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXC9
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXD13
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXD9
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXB13
MA0873.1_HOXD12,HOXD12,HOX9-13,HOXA11
MA0875.1_BARX1,BARX1,BARX,BARX1
MA0875.1_BARX1,BARX1,BARX,BARX2
MA0876.1_BSX,BSX,BSX,BSX
MA0882.1_DLX6,DLX6,DLX,DLX6
MA0882.1_DLX6,DLX6,DLX,DLX5
MA0882.1_DLX6,DLX6,DLX,DLX1
MA0882.1_DLX6,DLX6,DLX,DLX2
MA0882.1_DLX6,DLX6,DLX,DLX3
MA0882.1_DLX6,DLX6,DLX,DLX4
MA0884.1_DUXA,DUXA,DUX,DUX4
MA0884.1_DUXA,DUXA,DUX,DUXA
MA0884.1_DUXA,DUXA,DUX,DUX4L4
MA0886.1_EMX2,EMX2,EMX,EMX2
MA0886.1_EMX2,EMX2,EMX,EMX1
MA0887.1_EVX1,EVX1,EVX,EVX1
MA0887.1_EVX1,EVX1,EVX,EVX2
MA0888.1_EVX2,EVX2,EVX,EVX1
MA0888.1_EVX2,EVX2,EVX,EVX2
MA0889.1_GBX1,GBX1,GBX,GBX1
MA0889.1_GBX1,GBX1,GBX,GBX2
MA0890.1_GBX2,GBX2,GBX,GBX1
MA0890.1_GBX2,GBX2,GBX,GBX2
MA0891.1_GSC2,GSC2,GSC,GSC
MA0891.1_GSC2,GSC2,GSC,GSC2
MA0892.1_GSX1,GSX1,GSX,GSX1
MA0892.1_GSX1,GSX1,GSX,GSX2
MA0894.1_HESX1,HESX1,HESX,HESX1
MA0895.1_HMBOX1,HMBOX1,HNF1-like,HNF1A
MA0895.1_HMBOX1,HMBOX1,HNF1-like,HNF1B
MA0895.1_HMBOX1,HMBOX1,HNF1-like,HMBOX1
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXC11
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXD12
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXA10
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXC10
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXC12
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXC13
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXD11
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXB9
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXD10
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXA13
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXA9
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXC9
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXD13
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXD9
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXB13
MA0899.1_HOXA10,HOXA10,HOX9-13,HOXA11
MA0903.1_HOXB3,HOXB3,HOX3,HOXB3
MA0903.1_HOXB3,HOXB3,HOX3,HOXD3
MA0903.1_HOXB3,HOXB3,HOX3,HOXA3
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXC11
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXD12
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXA10
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXC10
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXC12
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXC13
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXD11
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXB9
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXD10
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXA13
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXA9
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXC9
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXD13
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXD9
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXB13
MA0905.1_HOXC10,HOXC10,HOX9-13,HOXA11
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXC11
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXD12
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXA10
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXC10
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXC12
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXC13
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXD11
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXB9
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXD10
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXA13
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXA9
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXC9
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXD13
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXD9
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXB13
MA0906.1_HOXC12,HOXC12,HOX9-13,HOXA11
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXC11
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXD12
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXA10
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXC10
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXC12
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXC13
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXD11
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXB9
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXD10
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXA13
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXA9
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXC9
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXD13
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXD9
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXB13
MA0907.1_HOXC13,HOXC13,HOX9-13,HOXA11
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXC11
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXD12
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXA10
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXC10
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXC12
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXC13
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXD11
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXB9
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXD10
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXA13
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXA9
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXC9
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXD13
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXD9
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXB13
MA0908.1_HOXD11,HOXD11,HOX9-13,HOXA11
MA0914.1_ISL2,ISL2,ISL,ISL2
MA0914.1_ISL2,ISL2,ISL,ISL1
MA0852.2_FOXK1,FOXK1,FOXK,FOXK1
MA0852.2_FOXK1,FOXK1,FOXK,FOXK2
MA0036.3_GATA2,GATA2,GATA double,GATA1
MA0036.3_GATA2,GATA2,GATA double,GATA2
MA0036.3_GATA2,GATA2,GATA double,GATA3
MA0036.3_GATA2,GATA2,GATA double,GATA5
MA0036.3_GATA2,GATA2,GATA double,GATA4
MA0036.3_GATA2,GATA2,GATA double,GATA6
MA1106.1_HIF1A,HIF1A,PAS-AHR,HIF1A
MA1106.1_HIF1A,HIF1A,PAS-AHR,SIM1
MA1106.1_HIF1A,HIF1A,PAS-AHR,SIM2
MA1106.1_HIF1A,HIF1A,PAS-AHR,EPAS1
MA1106.1_HIF1A,HIF1A,PAS-AHR,NPAS1
MA1106.1_HIF1A,HIF1A,PAS-AHR,NPAS3
MA1106.1_HIF1A,HIF1A,PAS-AHR,AhR
MA1106.1_HIF1A,HIF1A,PAS-AHR,AhRR
MA1106.1_HIF1A,HIF1A,PAS-AHR,HIF3A
MA0147.3_MYC,MYC,MYC,MAX
MA0147.3_MYC,MYC,MYC,MYC
MA0147.3_MYC,MYC,MYC,MYCN
MA0147.3_MYC,MYC,MYC,MYCL
MA0147.3_MYC,MYC,MYC,NA
MA0100.3_MYB,MYB,Myb-like,MYBL1
MA0100.3_MYB,MYB,Myb-like,MYBL2
MA0100.3_MYB,MYB,Myb-like,MYB
MA0100.3_MYB,MYB,Myb-like,CDC5L
MA0100.3_MYB,MYB,Myb-like,SNAPc4
MA0104.4_MYCN,MYCN,MYC,MAX
MA0104.4_MYCN,MYCN,MYC,MYC
MA0104.4_MYCN,MYCN,MYC,MYCN
MA0104.4_MYCN,MYCN,MYC,MYCL
MA0104.4_MYCN,MYCN,MYC,NA
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,NEUROD2
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,NEUROG2
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,OLIG2
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,BHLHE23
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,BHLHE22
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,OLIG1
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,OLIG3
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,NEUROD1
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,ATOH1
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,ATOH7
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,BHLHA15
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,FERD3L
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,NEUROG1
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,NEUROD4
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,NEUROD6
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,ATOH8
MA1109.1_NEUROD1,NEUROD1,Neurogenin-ATO,NEUROG3
MA0161.2_NFIC,NFIC,NF-1,NFIC
MA0161.2_NFIC,NFIC,NF-1,NFIA
MA0161.2_NFIC,NFIC,NF-1,NFIX
MA0161.2_NFIC,NFIC,NF-1,NFIB
MA0060.3_NFYA,NFYA,Heteromeric CCAAT-binding,NFYA
MA0060.3_NFYA,NFYA,Heteromeric CCAAT-binding,NFYC
MA0060.3_NFYA,NFYA,Heteromeric CCAAT-binding,NFYB
MA1110.1_NR1H4,NR1H4,LXR(NR1H),NR1H2
MA1110.1_NR1H4,NR1H4,LXR(NR1H),NR1H4
MA1110.1_NR1H4,NR1H4,LXR(NR1H),NR1H3
MA1111.1_NR2F2,NR2F2,COUP(NR2F),NR2F1
MA1111.1_NR2F2,NR2F2,COUP(NR2F),NR2F2
MA1111.1_NR2F2,NR2F2,COUP(NR2F),NR2F6
MA0014.3_PAX5,PAX5,PAX2-like,PAX5
MA0014.3_PAX5,PAX5,PAX2-like,PAX2
MA0014.3_PAX5,PAX5,PAX2-like,PAX8
MA1114.1_PBX3,PBX3,PBX,PBX1
MA1114.1_PBX3,PBX3,PBX,PKNOX2
MA1114.1_PBX3,PBX3,PBX,PBX3
MA1114.1_PBX3,PBX3,PBX,PBX2
MA1114.1_PBX3,PBX3,PBX,PKNOX1
MA1115.1_POU5F1,POU5F1,POU5,POU5F1B
MA1115.1_POU5F1,POU5F1,POU5,POU5F1
MA1115.1_POU5F1,POU5F1,POU5,POU5F2
MA1116.1_RBPJ,RBPJ,M,RBPJ
MA1116.1_RBPJ,RBPJ,M,RBPJL
MA1117.1_RELB,RELB,NFkappaB p65-like,REL
MA1117.1_RELB,RELB,NFkappaB p65-like,RELA
MA1117.1_RELB,RELB,NFkappaB p65-like,RELB
MA1118.1_SIX1,SIX1,SIX1-like,SIX1
MA1118.1_SIX1,SIX1,SIX1-like,SIX2
MA1119.1_SIX2,SIX2,SIX1-like,SIX1
MA1119.1_SIX2,SIX2,SIX1-like,SIX2
MA0442.2_SOX10,SOX10,Group E,SOX9
MA0442.2_SOX10,SOX10,Group E,SOX10
MA0442.2_SOX10,SOX10,Group E,SOX8
MA1120.1_SOX13,SOX13,Group D,SOX13
MA1120.1_SOX13,SOX13,Group D,SOX5
MA1120.1_SOX13,SOX13,Group D,SOX6
MA1121.1_TEAD2,TEAD2,TEF1-related,TEAD3
MA1121.1_TEAD2,TEAD2,TEF1-related,TEAD2
MA1121.1_TEAD2,TEAD2,TEF1-related,TEAD1
MA1121.1_TEAD2,TEAD2,TEF1-related,TEAD4
MA1122.1_TFDP1,TFDP1,DP1,TFDP1
MA1122.1_TFDP1,TFDP1,DP1,TFDP2
MA1122.1_TFDP1,TFDP1,DP1,TFDP3
MA0750.2_ZBTB7A,ZBTB7A,ZBTB7,ZBTB7B
MA0750.2_ZBTB7A,ZBTB7A,ZBTB7,ZBTB7C
MA0750.2_ZBTB7A,ZBTB7A,ZBTB7,ZBTB7A
MA0103.3_ZEB1,ZEB1,ZEB,ZEB1
MA0103.3_ZEB1,ZEB1,ZEB,ZEB2
MA1124.1_ZNF24,ZNF24,ZNF24-like,ZNF24
MA1124.1_ZNF24,ZNF24,ZNF24-like,ZKSCAN1
MA1124.1_ZNF24,ZNF24,ZNF24-like,ZSCAN31
MA1124.1_ZNF24,ZNF24,ZNF24-like,ZSCAN23
MA1124.1_ZNF24,ZNF24,ZNF24-like,GLI4
MA1124.1_ZNF24,ZNF24,ZNF24-like,ZNF232
MA1124.1_ZNF24,ZNF24,ZNF24-like,ZSCAN9
MA1125.1_ZNF384,ZNF384,ZNF362-like,ZNF384
MA1125.1_ZNF384,ZNF384,ZNF362-like,ZNF362
MA1154.1_ZNF282,ZNF282,ZNF282-like,ZNF282
MA1154.1_ZNF282,ZNF282,ZNF282-like,ZNF398
MA1155.1_ZSCAN4,ZSCAN4,ZSCAN5-like,ZSCAN4
MA1155.1_ZSCAN4,ZSCAN4,ZSCAN5-like,ZSCAN5B
MA1155.1_ZSCAN4,ZSCAN4,ZSCAN5-like,ZSCAN5C
MA1155.1_ZSCAN4,ZSCAN4,ZSCAN5-like,ZSCAN5A
MA1155.1_ZSCAN4,ZSCAN4,ZSCAN5-like,ZSCAN5DP
MA0037.3_GATA3,GATA3,GATA double,GATA1
MA0037.3_GATA3,GATA3,GATA double,GATA2
MA0037.3_GATA3,GATA3,GATA double,GATA3
MA0037.3_GATA3,GATA3,GATA double,GATA5
MA0037.3_GATA3,GATA3,GATA double,GATA4
MA0037.3_GATA3,GATA3,GATA double,GATA6
MA0099.3_FOS::JUN,FOS::JUN,Fos,FOS
MA0099.3_FOS::JUN,FOS::JUN,Fos,FOSL2
MA0099.3_FOS::JUN,FOS::JUN,Fos,FOSB
MA0099.3_FOS::JUN,FOS::JUN,Fos,FOSL1
MA1126.1_FOS::JUN(var.2),FOS::JUN(var.2),Fos,FOS
MA1126.1_FOS::JUN(var.2),FOS::JUN(var.2),Fos,FOSL2
MA1126.1_FOS::JUN(var.2),FOS::JUN(var.2),Fos,FOSB
MA1126.1_FOS::JUN(var.2),FOS::JUN(var.2),Fos,FOSL1
MA1127.1_FOSB::JUN,FOSB::JUN,Fos,FOS
MA1127.1_FOSB::JUN,FOSB::JUN,Fos,FOSL2
MA1127.1_FOSB::JUN,FOSB::JUN,Fos,FOSB
MA1127.1_FOSB::JUN,FOSB::JUN,Fos,FOSL1
MA1128.1_FOSL1::JUN,FOSL1::JUN,Fos,FOS
MA1128.1_FOSL1::JUN,FOSL1::JUN,Fos,FOSL2
MA1128.1_FOSL1::JUN,FOSL1::JUN,Fos,FOSB
MA1128.1_FOSL1::JUN,FOSL1::JUN,Fos,FOSL1
MA1129.1_FOSL1::JUN(var.2),FOSL1::JUN(var.2),Fos,FOS
MA1129.1_FOSL1::JUN(var.2),FOSL1::JUN(var.2),Fos,FOSL2
MA1129.1_FOSL1::JUN(var.2),FOSL1::JUN(var.2),Fos,FOSB
MA1129.1_FOSL1::JUN(var.2),FOSL1::JUN(var.2),Fos,FOSL1
MA1130.1_FOSL2::JUN,FOSL2::JUN,Fos,FOS
MA1130.1_FOSL2::JUN,FOSL2::JUN,Fos,FOSL2
MA1130.1_FOSL2::JUN,FOSL2::JUN,Fos,FOSB
MA1130.1_FOSL2::JUN,FOSL2::JUN,Fos,FOSL1
MA1131.1_FOSL2::JUN(var.2),FOSL2::JUN(var.2),Fos,FOS
MA1131.1_FOSL2::JUN(var.2),FOSL2::JUN(var.2),Fos,FOSL2
MA1131.1_FOSL2::JUN(var.2),FOSL2::JUN(var.2),Fos,FOSB
MA1131.1_FOSL2::JUN(var.2),FOSL2::JUN(var.2),Fos,FOSL1
MA1132.1_JUN::JUNB,JUN::JUNB,Jun,JUN
MA1132.1_JUN::JUNB,JUN::JUNB,Jun,JUND
MA1132.1_JUN::JUNB,JUN::JUNB,Jun,JUNB
MA1133.1_JUN::JUNB(var.2),JUN::JUNB(var.2),Jun,JUN
MA1133.1_JUN::JUNB(var.2),JUN::JUNB(var.2),Jun,JUND
MA1133.1_JUN::JUNB(var.2),JUN::JUNB(var.2),Jun,JUNB
MA1134.1_FOS::JUNB,FOS::JUNB,Fos,FOS
MA1134.1_FOS::JUNB,FOS::JUNB,Fos,FOSL2
MA1134.1_FOS::JUNB,FOS::JUNB,Fos,FOSB
MA1134.1_FOS::JUNB,FOS::JUNB,Fos,FOSL1
MA1135.1_FOSB::JUNB,FOSB::JUNB,Fos,FOS
MA1135.1_FOSB::JUNB,FOSB::JUNB,Fos,FOSL2
MA1135.1_FOSB::JUNB,FOSB::JUNB,Fos,FOSB
MA1135.1_FOSB::JUNB,FOSB::JUNB,Fos,FOSL1
MA1136.1_FOSB::JUNB(var.2),FOSB::JUNB(var.2),Fos,FOS
MA1136.1_FOSB::JUNB(var.2),FOSB::JUNB(var.2),Fos,FOSL2
MA1136.1_FOSB::JUNB(var.2),FOSB::JUNB(var.2),Fos,FOSB
MA1136.1_FOSB::JUNB(var.2),FOSB::JUNB(var.2),Fos,FOSL1
MA1137.1_FOSL1::JUNB,FOSL1::JUNB,Fos,FOS
MA1137.1_FOSL1::JUNB,FOSL1::JUNB,Fos,FOSL2
MA1137.1_FOSL1::JUNB,FOSL1::JUNB,Fos,FOSB
MA1137.1_FOSL1::JUNB,FOSL1::JUNB,Fos,FOSL1
MA1138.1_FOSL2::JUNB,FOSL2::JUNB,Fos,FOS
MA1138.1_FOSL2::JUNB,FOSL2::JUNB,Fos,FOSL2
MA1138.1_FOSL2::JUNB,FOSL2::JUNB,Fos,FOSB
MA1138.1_FOSL2::JUNB,FOSL2::JUNB,Fos,FOSL1
MA1139.1_FOSL2::JUNB(var.2),FOSL2::JUNB(var.2),Fos,FOS
MA1139.1_FOSL2::JUNB(var.2),FOSL2::JUNB(var.2),Fos,FOSL2
MA1139.1_FOSL2::JUNB(var.2),FOSL2::JUNB(var.2),Fos,FOSB
MA1139.1_FOSL2::JUNB(var.2),FOSL2::JUNB(var.2),Fos,FOSL1
MA1141.1_FOS::JUND,FOS::JUND,Fos,FOS
MA1141.1_FOS::JUND,FOS::JUND,Fos,FOSL2
MA1141.1_FOS::JUND,FOS::JUND,Fos,FOSB
MA1141.1_FOS::JUND,FOS::JUND,Fos,FOSL1
MA1142.1_FOSL1::JUND,FOSL1::JUND,Fos,FOS
MA1142.1_FOSL1::JUND,FOSL1::JUND,Fos,FOSL2
MA1142.1_FOSL1::JUND,FOSL1::JUND,Fos,FOSB
MA1142.1_FOSL1::JUND,FOSL1::JUND,Fos,FOSL1
MA1143.1_FOSL1::JUND(var.2),FOSL1::JUND(var.2),Fos,FOS
MA1143.1_FOSL1::JUND(var.2),FOSL1::JUND(var.2),Fos,FOSL2
MA1143.1_FOSL1::JUND(var.2),FOSL1::JUND(var.2),Fos,FOSB
MA1143.1_FOSL1::JUND(var.2),FOSL1::JUND(var.2),Fos,FOSL1
MA1144.1_FOSL2::JUND,FOSL2::JUND,Fos,FOS
MA1144.1_FOSL2::JUND,FOSL2::JUND,Fos,FOSL2
MA1144.1_FOSL2::JUND,FOSL2::JUND,Fos,FOSB
MA1144.1_FOSL2::JUND,FOSL2::JUND,Fos,FOSL1
MA1145.1_FOSL2::JUND(var.2),FOSL2::JUND(var.2),Fos,FOS
MA1145.1_FOSL2::JUND(var.2),FOSL2::JUND(var.2),Fos,FOSL2
MA1145.1_FOSL2::JUND(var.2),FOSL2::JUND(var.2),Fos,FOSB
MA1145.1_FOSL2::JUND(var.2),FOSL2::JUND(var.2),Fos,FOSL1
MA1146.1_NR1H4::RXRA,NR1H4::RXRA,LXR(NR1H),NR1H2
MA1146.1_NR1H4::RXRA,NR1H4::RXRA,LXR(NR1H),NR1H4
MA1146.1_NR1H4::RXRA,NR1H4::RXRA,LXR(NR1H),NR1H3
MA1147.1_NR4A2::RXRA,NR4A2::RXRA,NGFI(NR4A),NR4A2
MA1147.1_NR4A2::RXRA,NR4A2::RXRA,NGFI(NR4A),NR4A1
MA1147.1_NR4A2::RXRA,NR4A2::RXRA,NGFI(NR4A),NR4A3
MA1148.1_PPARA::RXRA,PPARA::RXRA,PPAR(NR1C),PPARG
MA1148.1_PPARA::RXRA,PPARA::RXRA,PPAR(NR1C),PPARA
MA1148.1_PPARA::RXRA,PPARA::RXRA,PPAR(NR1C),PPARD
MA1149.1_RARA::RXRG,RARA::RXRG,RAR(NR1B),RARA
MA1149.1_RARA::RXRG,RARA::RXRG,RAR(NR1B),RARB
MA1149.1_RARA::RXRG,RARA::RXRG,RAR(NR1B),RARG
MA1150.1_RORB,RORB,ROR(NR1F),RORA
MA1150.1_RORB,RORB,ROR(NR1F),RORB
MA1150.1_RORB,RORB,ROR(NR1F),RORC
MA1151.1_RORC,RORC,ROR(NR1F),RORA
MA1151.1_RORC,RORC,ROR(NR1F),RORB
MA1151.1_RORC,RORC,ROR(NR1F),RORC
MA1152.1_SOX15,SOX15,Group G,SOX15
MA0831.2_TFE3,TFE3,TFE3,TFEB
MA0831.2_TFE3,TFE3,TFE3,TFE3
MA0831.2_TFE3,TFE3,TFE3,TFEC
MA0831.2_TFE3,TFE3,TFE3,MITF
MA0693.2_VDR,VDR,VDR(NR1I),VDR
MA0693.2_VDR,VDR,VDR(NR1I),NR1I2
MA0693.2_VDR,VDR,VDR(NR1I),NR1I3
MA1418.1_IRF3,IRF3,IRF,IRF2
MA1418.1_IRF3,IRF3,IRF,IRF1
MA1418.1_IRF3,IRF3,IRF,IRF8
MA1418.1_IRF3,IRF3,IRF,IRF9
MA1418.1_IRF3,IRF3,IRF,IRF7
MA1418.1_IRF3,IRF3,IRF,IRF3
MA1418.1_IRF3,IRF3,IRF,IRF4
MA1418.1_IRF3,IRF3,IRF,IRF5
MA1418.1_IRF3,IRF3,IRF,IRF6
MA1419.1_IRF4,IRF4,IRF,IRF2
MA1419.1_IRF4,IRF4,IRF,IRF1
MA1419.1_IRF4,IRF4,IRF,IRF8
MA1419.1_IRF4,IRF4,IRF,IRF9
MA1419.1_IRF4,IRF4,IRF,IRF7
MA1419.1_IRF4,IRF4,IRF,IRF3
MA1419.1_IRF4,IRF4,IRF,IRF4
MA1419.1_IRF4,IRF4,IRF,IRF5
MA1419.1_IRF4,IRF4,IRF,IRF6
MA1420.1_IRF5,IRF5,IRF,IRF2
MA1420.1_IRF5,IRF5,IRF,IRF1
MA1420.1_IRF5,IRF5,IRF,IRF8
MA1420.1_IRF5,IRF5,IRF,IRF9
MA1420.1_IRF5,IRF5,IRF,IRF7
MA1420.1_IRF5,IRF5,IRF,IRF3
MA1420.1_IRF5,IRF5,IRF,IRF4
MA1420.1_IRF5,IRF5,IRF,IRF5
MA1420.1_IRF5,IRF5,IRF,IRF6
MA1421.1_TCF7L1,TCF7L1,TCF7-related,TCF7L2
MA1421.1_TCF7L1,TCF7L1,TCF7-related,LEF1
MA1421.1_TCF7L1,TCF7L1,TCF7-related,TCF7L1
MA1421.1_TCF7L1,TCF7L1,TCF7-related,TCF7
MA1421.1_TCF7L1,TCF7L1,TCF7-related,TAF1
MA1463.1_ARGFX,ARGFX,ARGFX,ARGFX
MA1464.1_ARNT2,ARNT2,PAS-ARNT,ARNT
MA1464.1_ARNT2,ARNT2,PAS-ARNT,CLOCK
MA1464.1_ARNT2,ARNT2,PAS-ARNT,ARNT2
MA1464.1_ARNT2,ARNT2,PAS-ARNT,ARNTL
MA1464.1_ARNT2,ARNT2,PAS-ARNT,ARNTL2
MA1464.1_ARNT2,ARNT2,PAS-ARNT,NPAS2
MA1466.1_ATF6,ATF6,ATF6,ATF6
MA1466.1_ATF6,ATF6,ATF6,ATF6B
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,NEUROD2
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,NEUROG2
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,OLIG2
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,BHLHE23
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,BHLHE22
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,OLIG1
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,OLIG3
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,NEUROD1
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,ATOH1
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,ATOH7
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,BHLHA15
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,FERD3L
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,NEUROG1
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,NEUROD4
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,NEUROD6
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,ATOH8
MA1467.1_ATOH1(var.2),ATOH1(var.2),Neurogenin-ATO,NEUROG3
MA1468.1_ATOH7,ATOH7,Neurogenin-ATO,NEUROD2
