full_jaspar_motif,jaspar_motif,lowest_level_family,gene
MA0030.1_FOXF2,FOXF2,FOXF,FOXF2
MA0030.1_FOXF2,FOXF2,FOXF,FOXF1
MA0031.1_FOXD1,FOXD1,FOXD,FOXD1
MA0031.1_FOXD1,FOXD1,FOXD,FOXD2
MA0031.1_FOXD1,FOXD1,FOXD,FOXD3
MA0031.1_FOXD1,FOXD1,FOXD,FOXD4L1
MA0031.1_FOXD1,FOXD1,FOXD,FOXD4L3
MA0031.1_FOXD1,FOXD1,FOXD,FOXD4L4
MA0031.1_FOXD1,FOXD1,FOXD,FOXD4L5
MA0031.1_FOXD1,FOXD1,FOXD,FOXD4L6
MA0031.1_FOXD1,FOXD1,FOXD,FOXD4
MA0051.1_IRF2,IRF2,IRF,IRF2
MA0051.1_IRF2,IRF2,IRF,IRF1
MA0051.1_IRF2,IRF2,IRF,IRF8
MA0051.1_IRF2,IRF2,IRF,IRF9
MA0051.1_IRF2,IRF2,IRF,IRF7
MA0051.1_IRF2,IRF2,IRF,IRF3
MA0051.1_IRF2,IRF2,IRF,IRF4
MA0051.1_IRF2,IRF2,IRF,IRF5
MA0051.1_IRF2,IRF2,IRF,IRF6
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,MZF1
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF354C
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF135
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF274
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF317
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF528
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF682
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF684
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,OSR2
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZBTB14
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF16
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF449
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF263
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZIM3
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF454
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF610
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF707
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF189
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF331
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF549
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF768
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF320
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF416
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF530
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF667
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF781
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF114
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF589
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF22
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF713
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZSCAN16
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF18
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,WT1
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,PRDM6
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF444
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF641
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF746
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZIM2
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF655
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF165
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF131
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,PRDM14
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF575
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZBTB49
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF691
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZSCAN30
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF80
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF514
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZSCAN21
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,MYNN
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZBTB24
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZFP92
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF205
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF837
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF584
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZSCAN22
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF550
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF696
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF556
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF391
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF239
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF660
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,GZF1
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF408
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF648
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF35
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF483
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZBTB48
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF275
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF596
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF718
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF121
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF485
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF586
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF10
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF19
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZBTB40
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZBTB11
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF154
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF34
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF329
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZFP90
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF250
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF623
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZFP3
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF266
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF311
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF880
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF287
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF676
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF267
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF471
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZFP28
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF182
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,PRDM5
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,RBAK
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF23
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF569
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF84
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF184
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF441
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF433
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF337
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF726
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF624
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF197
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF594
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF107
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF208
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF496
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF200
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF793
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZFP41
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF215
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZBTB44
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF576
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF394
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF202
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF789
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF662
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF554
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF506
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZFP1
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZBTB16
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,GTF3A
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZFP64
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF358
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF664
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF501
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF517
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF547
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF766
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF677
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF141
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZSCAN12
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF70
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF79
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF74
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF415
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF480
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF461
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF529
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF565
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF695
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF879
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF790
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF551
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF497
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZSCAN10
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF502
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF835
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF560
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF83
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF7
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF17
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF534
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF791
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF749
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF425
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF493
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF43
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZFP62
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZNF91
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZSCAN26
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZKSCAN8
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZKSCAN7
MA0057.1_MZF1(var.2),MZF1(var.2),More than 3 adjacent zinc fingers,ZSCAN25
MA0059.1_MAX::MYC,MAX::MYC,MYC,MAX
MA0059.1_MAX::MYC,MAX::MYC,MYC,MYC
MA0059.1_MAX::MYC,MAX::MYC,MYC,MYCN
MA0059.1_MAX::MYC,MAX::MYC,MYC,MYCL
MA0059.1_MAX::MYC,MAX::MYC,MYC,NA
MA0066.1_PPARG,PPARG,PPAR(NR1C),PPARG
MA0066.1_PPARG,PPARG,PPAR(NR1C),PPARA
MA0066.1_PPARG,PPARG,PPAR(NR1C),PPARD
MA0069.1_PAX6,PAX6,PAX4-like,PAX6
MA0069.1_PAX6,PAX6,PAX4-like,PAX4
MA0070.1_PBX1,PBX1,PBX,PBX1
MA0070.1_PBX1,PBX1,PBX,PKNOX2
MA0070.1_PBX1,PBX1,PBX,PBX3
MA0070.1_PBX1,PBX1,PBX,PBX2
MA0070.1_PBX1,PBX1,PBX,PKNOX1
MA0071.1_RORA,RORA,ROR(NR1F),RORA
MA0071.1_RORA,RORA,ROR(NR1F),RORB
MA0071.1_RORA,RORA,ROR(NR1F),RORC
MA0072.1_RORA(var.2),RORA(var.2),ROR(NR1F),RORA
MA0072.1_RORA(var.2),RORA(var.2),ROR(NR1F),RORB
MA0072.1_RORA(var.2),RORA(var.2),ROR(NR1F),RORC
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,RREB1
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,REST
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZFP57
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,PRDM4
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZKSCAN5
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF341
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF784
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,PRDM9
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,CASZ1
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF335
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,WIZ
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF469
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZFPM1
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZBTB4
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZBTB39
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,PRDM13
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF646
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF579
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,PRDM2
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF800
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF618
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF451
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF438
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF507
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF236
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF770
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF597
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,PRDM15
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZBTB41
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,PRDM10
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF513
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF142
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,FIZ1
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF697
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF775
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF467
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF787
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF48
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF629
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF668
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF101
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF251
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF445
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZSCAN20
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF674
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF778
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF519
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF304
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF132
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZBTB17
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF407
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,E4F1
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,PRDM8
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZBTB38
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF277
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,PEG3
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF628
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF316
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF195
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF606
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF462
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF644
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZBTB21
MA0073.1_RREB1,RREB1,Factors with multiple dispersed zinc fingers,ZNF788P
MA0074.1_RXRA::VDR,RXRA::VDR,RXR(NR2B),RXRA
MA0074.1_RXRA::VDR,RXRA::VDR,RXR(NR2B),RXRB
MA0074.1_RXRA::VDR,RXRA::VDR,RXR(NR2B),RXRG
MA0077.1_SOX9,SOX9,Group E,SOX9
MA0077.1_SOX9,SOX9,Group E,SOX10
MA0077.1_SOX9,SOX9,Group E,SOX8
MA0084.1_SRY,SRY,Group A,SRY
MA0091.1_TAL1::TCF3,TAL1::TCF3,TAL-HEN,TAL1
MA0091.1_TAL1::TCF3,TAL1::TCF3,TAL-HEN,NHLH1
MA0091.1_TAL1::TCF3,TAL1::TCF3,TAL-HEN,NHLH2
MA0091.1_TAL1::TCF3,TAL1::TCF3,TAL-HEN,TAL2
MA0091.1_TAL1::TCF3,TAL1::TCF3,TAL-HEN,LYL1
MA0101.1_REL,REL,NFkappaB p65-like,REL
MA0101.1_REL,REL,NFkappaB p65-like,RELA
MA0101.1_REL,REL,NFkappaB p65-like,RELB
MA0107.1_RELA,RELA,NFkappaB p65-like,REL
MA0107.1_RELA,RELA,NFkappaB p65-like,RELA
MA0107.1_RELA,RELA,NFkappaB p65-like,RELB
MA0115.1_NR1H2::RXRA,NR1H2::RXRA,LXR(NR1H),NR1H2
MA0115.1_NR1H2::RXRA,NR1H2::RXRA,LXR(NR1H),NR1H4
MA0115.1_NR1H2::RXRA,NR1H2::RXRA,LXR(NR1H),NR1H3
MA0119.1_NFIC::TLX1,NFIC::TLX1,NF-1,NFIC
MA0119.1_NFIC::TLX1,NFIC::TLX1,NF-1,NFIA
MA0119.1_NFIC::TLX1,NFIC::TLX1,NF-1,NFIX
MA0119.1_NFIC::TLX1,NFIC::TLX1,NF-1,NFIB
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,MZF1
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF354C
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF135
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF274
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF317
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF528
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF682
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF684
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,OSR2
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZBTB14
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF16
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF449
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF263
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZIM3
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF454
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF610
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF707
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF189
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF331
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF549
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF768
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF320
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF416
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF530
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF667
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF781
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF114
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF589
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF22
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF713
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZSCAN16
MA0130.1_ZNF354C,ZNF354C,More than 3 adjacent zinc fingers,ZNF18
